report_date,market,source,noncomm_net,noncomm_net_pct_oi,lev_funds_net,open_interest,usable_from
2008-04-22,nasdaq100,tff,,,-70361,320206,2008-04-28
2008-04-22,sp500,legacy,-183849,-9.0029,,2042108,2008-04-28
2008-04-22,sp500,tff,,,-401423,2042108,2008-04-28
2008-04-29,nasdaq100,legacy,-53775,-15.8276,,339755,2008-05-05
2008-04-29,nasdaq100,tff,,,-40830,339755,2008-05-05
2008-04-29,sp500,legacy,-213261,-10.2999,,2070518,2008-05-05
2008-04-29,sp500,tff,,,-421673,2070518,2008-05-05
2008-05-06,nasdaq100,legacy,-42031,-11.3736,,369548,2008-05-12
2008-05-06,nasdaq100,tff,,,-34150,369548,2008-05-12
2008-05-06,sp500,legacy,-163036,-7.6991,,2117598,2008-05-12
2008-05-06,sp500,tff,,,-342353,2117598,2008-05-12
2008-05-13,nasdaq100,legacy,-38897,-10.2275,,380316,2008-05-19
2008-05-13,nasdaq100,tff,,,-18804,380316,2008-05-19
2008-05-13,sp500,legacy,-204664,-9.6122,,2129204,2008-05-19
2008-05-13,sp500,tff,,,-396601,2129204,2008-05-19
2008-05-20,nasdaq100,legacy,-65208,-17.4905,,372819,2008-05-27
2008-05-20,nasdaq100,tff,,,-44568,372819,2008-05-27
2008-05-20,sp500,legacy,-224784,-10.1016,,2225222,2008-05-27
2008-05-20,sp500,tff,,,-429931,2225222,2008-05-27
2008-05-27,nasdaq100,legacy,-15039,-3.9328,,382400,2008-06-02
2008-05-27,nasdaq100,tff,,,4892,382400,2008-06-02
2008-05-27,sp500,legacy,-213862,-9.3379,,2290268,2008-06-02
2008-05-27,sp500,tff,,,-420009,2290268,2008-06-02
2008-06-03,nasdaq100,legacy,-58077,-15.5859,,372626,2008-06-09
2008-06-03,nasdaq100,tff,,,-32012,372626,2008-06-09
2008-06-03,sp500,legacy,-170157,-7.2442,,2348861,2008-06-09
2008-06-03,sp500,tff,,,-397596,2348861,2008-06-09
2008-06-10,nasdaq100,legacy,-55534,-14.1764,,391735,2008-06-16
2008-06-10,nasdaq100,tff,,,-17291,391735,2008-06-16
2008-06-10,sp500,legacy,-184231,-7.5105,,2452965,2008-06-16
2008-06-10,sp500,tff,,,-383536,2452965,2008-06-16
2008-06-17,nasdaq100,legacy,-56975,-12.0406,,473192,2008-06-23
2008-06-17,nasdaq100,tff,,,-23833,473192,2008-06-23
2008-06-17,sp500,legacy,-151028,-5.2753,,2862936,2008-06-23
2008-06-17,sp500,tff,,,-369601,2862936,2008-06-23
2008-06-24,nasdaq100,legacy,-6912,-2.5647,,269503,2008-06-30
2008-06-24,nasdaq100,tff,,,10449,269503,2008-06-30
2008-06-24,sp500,legacy,-248978,-12.7967,,1945640,2008-06-30
2008-06-24,sp500,tff,,,-403293,1945640,2008-06-30
2008-07-01,nasdaq100,legacy,-1163,-0.3895,,298622,2008-07-08
2008-07-01,nasdaq100,tff,,,29369,298622,2008-07-08
2008-07-01,sp500,legacy,-272480,-12.8038,,2128123,2008-07-08
2008-07-01,sp500,tff,,,-372926,2128123,2008-07-08
2008-07-08,nasdaq100,legacy,-9840,-3.2081,,306726,2008-07-14
2008-07-08,nasdaq100,tff,,,25507,306726,2008-07-14
2008-07-08,sp500,legacy,-293254,-12.7191,,2305626,2008-07-14
2008-07-08,sp500,tff,,,-393621,2305626,2008-07-14
2008-07-15,nasdaq100,legacy,-9160,-3.0208,,303235,2008-07-21
2008-07-15,nasdaq100,tff,,,23647,303235,2008-07-21
2008-07-15,sp500,legacy,-194065,-7.607,,2551139,2008-07-21
2008-07-15,sp500,tff,,,-299931,2551139,2008-07-21
2008-07-22,nasdaq100,legacy,-49348,-15.197,,324721,2008-07-28
2008-07-22,nasdaq100,tff,,,-18173,324721,2008-07-28
2008-07-22,sp500,legacy,-222348,-9.1303,,2435264,2008-07-28
2008-07-22,sp500,tff,,,-432816,2435264,2008-07-28
2008-07-29,nasdaq100,legacy,-36067,-11.0441,,326574,2008-08-04
2008-07-29,nasdaq100,tff,,,-6224,326574,2008-08-04
2008-07-29,sp500,legacy,-173026,-6.9543,,2488058,2008-08-04
2008-07-29,sp500,tff,,,-390654,2488058,2008-08-04
2008-08-05,nasdaq100,legacy,-26683,-8.6471,,308577,2008-08-11
2008-08-05,nasdaq100,tff,,,3067,308577,2008-08-11
2008-08-05,sp500,legacy,-160434,-6.4357,,2492891,2008-08-11
2008-08-05,sp500,tff,,,-356846,2492891,2008-08-11
2008-08-12,nasdaq100,legacy,-17477,-5.2205,,334779,2008-08-18
2008-08-12,nasdaq100,tff,,,-8098,334779,2008-08-18
2008-08-12,sp500,legacy,-152093,-6.1721,,2464192,2008-08-18
2008-08-12,sp500,tff,,,-345652,2464192,2008-08-18
2008-08-19,nasdaq100,legacy,2070,0.6047,,342299,2008-08-25
2008-08-19,nasdaq100,tff,,,14197,342299,2008-08-25
2008-08-19,sp500,legacy,-169634,-6.8398,,2480117,2008-08-25
2008-08-19,sp500,tff,,,-374547,2480117,2008-08-25
2008-08-26,nasdaq100,legacy,-6250,-1.9409,,322022,2008-09-02
2008-08-26,nasdaq100,tff,,,5677,322022,2008-09-02
2008-08-26,sp500,legacy,-197654,-8.0843,,2444920,2008-09-02
2008-08-26,sp500,tff,,,-353065,2444920,2008-09-02
2008-09-02,nasdaq100,legacy,-22397,-6.9297,,323205,2008-09-08
2008-09-02,nasdaq100,tff,,,-3614,323205,2008-09-08
2008-09-02,sp500,legacy,-201046,-8.1732,,2459817,2008-09-08
2008-09-02,sp500,tff,,,-337391,2459817,2008-09-08
2008-09-09,nasdaq100,legacy,-36469,-10.2308,,356462,2008-09-15
2008-09-09,nasdaq100,tff,,,-9891,356462,2008-09-15
2008-09-09,sp500,legacy,-166199,-6.4309,,2584380,2008-09-15
2008-09-09,sp500,tff,,,-296665,2584380,2008-09-15
2008-09-16,nasdaq100,legacy,-4776,-1.0989,,434630,2008-09-22
2008-09-16,nasdaq100,tff,,,6473,434630,2008-09-22
2008-09-16,sp500,legacy,-86025,-2.6836,,3205598,2008-09-22
2008-09-16,sp500,tff,,,-83683,3205598,2008-09-22
2008-09-23,nasdaq100,legacy,-20231,-7.1572,,282666,2008-09-29
2008-09-23,nasdaq100,tff,,,-16676,282666,2008-09-29
2008-09-23,sp500,legacy,-162803,-7.1832,,2266433,2008-09-29
2008-09-23,sp500,tff,,,-226576,2266433,2008-09-29
2008-09-30,nasdaq100,legacy,387,0.1271,,304584,2008-10-06
2008-09-30,nasdaq100,tff,,,-3817,304584,2008-10-06
2008-09-30,sp500,legacy,-155977,-6.0805,,2565210,2008-10-06
2008-09-30,sp500,tff,,,-180931,2565210,2008-10-06
2008-10-07,nasdaq100,legacy,35509,9.3108,,381376,2008-10-13
2008-10-07,nasdaq100,tff,,,68076,381376,2008-10-13
2008-10-07,sp500,legacy,-104230,-3.6016,,2894010,2008-10-13
2008-10-07,sp500,tff,,,-59814,2894010,2008-10-13
2008-10-14,nasdaq100,legacy,-18499,-4.7719,,387668,2008-10-20
2008-10-14,nasdaq100,tff,,,-4365,387668,2008-10-20
2008-10-14,sp500,legacy,-166491,-5.22,,3189495,2008-10-20
2008-10-14,sp500,tff,,,-98840,3189495,2008-10-20
2008-10-21,nasdaq100,legacy,-41941,-10.2975,,407292,2008-10-27
2008-10-21,nasdaq100,tff,,,793,407292,2008-10-27
2008-10-21,sp500,legacy,-139822,-4.625,,3023160,2008-10-27
2008-10-21,sp500,tff,,,-60657,3023160,2008-10-27
2008-10-28,nasdaq100,legacy,-14711,-3.5961,,409077,2008-11-03
2008-10-28,nasdaq100,tff,,,32830,409077,2008-11-03
2008-10-28,sp500,legacy,-61117,-1.9959,,3062115,2008-11-03
2008-10-28,sp500,tff,,,6127,3062115,2008-11-03
2008-11-04,nasdaq100,legacy,-3908,-1.1121,,351396,2008-11-10
2008-11-04,nasdaq100,tff,,,-587,351396,2008-11-10
2008-11-04,sp500,legacy,63822,2.2036,,2896273,2008-11-10
2008-11-04,sp500,tff,,,55981,2896273,2008-11-10
2008-11-11,nasdaq100,legacy,-5182,-1.4269,,363166,2008-11-17
2008-11-11,nasdaq100,tff,,,22829,363166,2008-11-17
2008-11-11,sp500,legacy,140567,4.6197,,3042768,2008-11-17
2008-11-11,sp500,tff,,,1965,3042768,2008-11-17
2008-11-18,nasdaq100,legacy,-14886,-4.0899,,363973,2008-11-24
2008-11-18,nasdaq100,tff,,,23535,363973,2008-11-24
2008-11-18,sp500,legacy,125151,3.9118,,3199331,2008-11-24
2008-11-18,sp500,tff,,,78487,3199331,2008-11-24
2008-11-25,nasdaq100,legacy,-10981,-3.02,,363610,2008-12-02
2008-11-25,nasdaq100,tff,,,22344,363610,2008-12-02
2008-11-25,sp500,legacy,104977,3.2263,,3253752,2008-12-02
2008-11-25,sp500,tff,,,172560,3253752,2008-12-02
2008-12-02,nasdaq100,legacy,-16882,-4.8614,,347268,2008-12-08
2008-12-02,nasdaq100,tff,,,27717,347268,2008-12-08
2008-12-02,sp500,legacy,156562,4.8503,,3227862,2008-12-08
2008-12-02,sp500,tff,,,176969,3227862,2008-12-08
2008-12-09,nasdaq100,legacy,-13687,-3.9075,,350273,2008-12-15
2008-12-09,nasdaq100,tff,,,17350,350273,2008-12-15
2008-12-09,sp500,legacy,153087,4.8631,,3147959,2008-12-15
2008-12-09,sp500,tff,,,243400,3147959,2008-12-15
2008-12-16,nasdaq100,legacy,-7904,-1.9888,,397431,2008-12-22
2008-12-16,nasdaq100,tff,,,20724,397431,2008-12-22
2008-12-16,sp500,legacy,263876,6.9176,,3814544,2008-12-22
2008-12-16,sp500,tff,,,309302,3814544,2008-12-22
2008-12-22,nasdaq100,legacy,5868,2.6349,,222702,2008-12-29
2008-12-22,nasdaq100,tff,,,-27144,222702,2008-12-29
2008-12-22,sp500,legacy,234631,10.3045,,2276969,2008-12-29
2008-12-22,sp500,tff,,,181862,2276969,2008-12-29
2008-12-30,nasdaq100,legacy,17543,7.6281,,229980,2009-01-06
2008-12-30,nasdaq100,tff,,,-13498,229980,2009-01-06
2008-12-30,sp500,legacy,243314,10.5432,,2307779,2009-01-06
2008-12-30,sp500,tff,,,168418,2307779,2009-01-06
2009-01-06,nasdaq100,legacy,6687,3.02,,221422,2009-01-12
2009-01-06,nasdaq100,tff,,,-12683,221422,2009-01-12
2009-01-06,sp500,legacy,204767,8.4919,,2411321,2009-01-12
2009-01-06,sp500,tff,,,60464,2411321,2009-01-12
2009-01-13,nasdaq100,legacy,-10344,-4.1928,,246708,2009-01-20
2009-01-13,nasdaq100,tff,,,-17357,246708,2009-01-20
2009-01-13,sp500,legacy,270596,11.095,,2438899,2009-01-20
2009-01-13,sp500,tff,,,130064,2438899,2009-01-20
2009-01-20,nasdaq100,legacy,-15596,-5.8139,,268252,2009-01-26
2009-01-20,nasdaq100,tff,,,-17685,268252,2009-01-26
2009-01-20,sp500,legacy,263916,10.2884,,2565182,2009-01-26
2009-01-20,sp500,tff,,,141855,2565182,2009-01-26
2009-01-27,nasdaq100,legacy,-8736,-3.5175,,248360,2009-02-02
2009-01-27,nasdaq100,tff,,,-9234,248360,2009-02-02
2009-01-27,sp500,legacy,301276,11.4972,,2620436,2009-02-02
2009-01-27,sp500,tff,,,195768,2620436,2009-02-02
2009-02-03,nasdaq100,legacy,-4813,-1.8718,,257135,2009-02-09
2009-02-03,nasdaq100,tff,,,-13521,257135,2009-02-09
2009-02-03,sp500,legacy,312079,11.6378,,2681609,2009-02-09
2009-02-03,sp500,tff,,,225376,2681609,2009-02-09
2009-02-10,nasdaq100,legacy,-4000,-1.5019,,266329,2009-02-17
2009-02-10,nasdaq100,tff,,,-9599,266329,2009-02-17
2009-02-10,sp500,legacy,287241,10.459,,2746341,2009-02-17
2009-02-10,sp500,tff,,,80451,2746341,2009-02-17
2009-02-17,nasdaq100,legacy,-17087,-5.777,,295777,2009-02-23
2009-02-17,nasdaq100,tff,,,-26292,295777,2009-02-23
2009-02-17,sp500,legacy,317798,10.4281,,3047503,2009-02-23
2009-02-17,sp500,tff,,,143384,3047503,2009-02-23
2009-02-24,nasdaq100,legacy,-7052,-2.3567,,299235,2009-03-02
2009-02-24,nasdaq100,tff,,,-19749,299235,2009-03-02
2009-02-24,sp500,legacy,360583,11.6352,,3099079,2009-03-02
2009-02-24,sp500,tff,,,159915,3099079,2009-03-02
2009-03-03,nasdaq100,legacy,-14990,-4.8031,,312091,2009-03-09
2009-03-03,nasdaq100,tff,,,-18598,312091,2009-03-09
2009-03-03,sp500,legacy,395430,11.9591,,3306527,2009-03-09
2009-03-03,sp500,tff,,,190498,3306527,2009-03-09
2009-03-10,nasdaq100,legacy,-28452,-8.617,,330184,2009-03-16
2009-03-10,nasdaq100,tff,,,-38758,330184,2009-03-16
2009-03-10,sp500,legacy,333271,9.3015,,3582979,2009-03-16
2009-03-10,sp500,tff,,,207641,3582979,2009-03-16
2009-03-17,nasdaq100,legacy,-35717,-8.9558,,398815,2009-03-23
2009-03-17,nasdaq100,tff,,,-38074,398815,2009-03-23
2009-03-17,sp500,legacy,266338,6.7781,,3929370,2009-03-23
2009-03-17,sp500,tff,,,91359,3929370,2009-03-23
2009-03-24,nasdaq100,legacy,-22058,-9.3379,,236219,2009-03-30
2009-03-24,nasdaq100,tff,,,-23285,236219,2009-03-30
2009-03-24,sp500,legacy,74529,3.0694,,2428148,2009-03-30
2009-03-24,sp500,tff,,,-246448,2428148,2009-03-30
2009-03-31,nasdaq100,legacy,14077,5.8387,,241100,2009-04-06
2009-03-31,nasdaq100,tff,,,16196,241100,2009-04-06
2009-03-31,sp500,legacy,129654,5.3138,,2439953,2009-04-06
2009-03-31,sp500,tff,,,-171946,2439953,2009-04-06
2009-04-07,nasdaq100,legacy,8854,3.7015,,239199,2009-04-14
2009-04-07,nasdaq100,tff,,,-2023,239199,2009-04-14
2009-04-07,sp500,legacy,97519,4.0421,,2412590,2009-04-14
2009-04-07,sp500,tff,,,-204750,2412590,2009-04-14
2009-04-14,nasdaq100,legacy,15497,6.3156,,245377,2009-04-20
2009-04-14,nasdaq100,tff,,,-2812,245377,2009-04-20
2009-04-14,sp500,legacy,87967,3.5833,,2454936,2009-04-20
2009-04-14,sp500,tff,,,-235614,2454936,2009-04-20
2009-04-21,nasdaq100,legacy,48808,18.3646,,265772,2009-04-27
2009-04-21,nasdaq100,tff,,,26807,265772,2009-04-27
2009-04-21,sp500,legacy,133541,5.3179,,2511152,2009-04-27
2009-04-21,sp500,tff,,,-198080,2511152,2009-04-27
2009-04-28,nasdaq100,legacy,43822,15.9487,,274769,2009-05-04
2009-04-28,nasdaq100,tff,,,21403,274769,2009-05-04
2009-04-28,sp500,legacy,137563,5.2568,,2616834,2009-05-04
2009-04-28,sp500,tff,,,-257975,2616834,2009-05-04
2009-05-05,nasdaq100,legacy,25240,8.9042,,283463,2009-05-11
2009-05-05,nasdaq100,tff,,,-43,283463,2009-05-11
2009-05-05,sp500,legacy,52059,1.9796,,2629788,2009-05-11
2009-05-05,sp500,tff,,,-353717,2629788,2009-05-11
2009-05-12,nasdaq100,legacy,19167,6.6854,,286699,2009-05-18
2009-05-12,nasdaq100,tff,,,1982,286699,2009-05-18
2009-05-12,sp500,legacy,39071,1.4768,,2645720,2009-05-18
2009-05-12,sp500,tff,,,-331322,2645720,2009-05-18
2009-05-19,nasdaq100,legacy,66632,22.8641,,291426,2009-05-26
2009-05-19,nasdaq100,tff,,,41764,291426,2009-05-26
2009-05-19,sp500,legacy,90356,3.3464,,2700135,2009-05-26
2009-05-19,sp500,tff,,,-322595,2700135,2009-05-26
2009-05-26,nasdaq100,legacy,59406,19.664,,302106,2009-06-01
2009-05-26,nasdaq100,tff,,,34050,302106,2009-06-01
2009-05-26,sp500,legacy,141990,5.1883,,2736726,2009-06-01
2009-05-26,sp500,tff,,,-339120,2736726,2009-06-01
2009-06-02,nasdaq100,legacy,43257,15.2923,,282867,2009-06-08
2009-06-02,nasdaq100,tff,,,19761,282867,2009-06-08
2009-06-02,sp500,legacy,133292,4.8334,,2757744,2009-06-08
2009-06-02,sp500,tff,,,-344491,2757744,2009-06-08
2009-06-09,nasdaq100,legacy,33209,11.7768,,281986,2009-06-15
2009-06-09,nasdaq100,tff,,,5601,281986,2009-06-15
2009-06-09,sp500,legacy,125729,4.4659,,2815342,2009-06-15
2009-06-09,sp500,tff,,,-364013,2815342,2009-06-15
2009-06-16,nasdaq100,legacy,58124,14.9036,,389999,2009-06-22
2009-06-16,nasdaq100,tff,,,23862,389999,2009-06-22
2009-06-16,sp500,legacy,179107,5.5225,,3243222,2009-06-22
2009-06-16,sp500,tff,,,-310346,3243222,2009-06-22
2009-06-23,nasdaq100,legacy,26103,11.0909,,235355,2009-06-29
2009-06-23,nasdaq100,tff,,,14218,235355,2009-06-29
2009-06-23,sp500,legacy,186464,8.0962,,2303107,2009-06-29
2009-06-23,sp500,tff,,,-174181,2303107,2009-06-29
2009-06-30,nasdaq100,legacy,28897,11.9962,,240885,2009-07-07
2009-06-30,nasdaq100,tff,,,11237,240885,2009-07-07
2009-06-30,sp500,legacy,152646,6.5508,,2330177,2009-07-07
2009-06-30,sp500,tff,,,-216680,2330177,2009-07-07
2009-07-07,nasdaq100,legacy,3948,1.5921,,247976,2009-07-13
2009-07-07,nasdaq100,tff,,,-14573,247976,2009-07-13
2009-07-07,sp500,legacy,101484,4.2076,,2411917,2009-07-13
2009-07-07,sp500,tff,,,-292665,2411917,2009-07-13
2009-07-14,nasdaq100,legacy,4715,1.8603,,253455,2009-07-20
2009-07-14,nasdaq100,tff,,,-19022,253455,2009-07-20
2009-07-14,sp500,legacy,104494,4.3508,,2401740,2009-07-20
2009-07-14,sp500,tff,,,-269047,2401740,2009-07-20
2009-07-21,nasdaq100,legacy,7701,2.7513,,279908,2009-07-27
2009-07-21,nasdaq100,tff,,,-33760,279908,2009-07-27
2009-07-21,sp500,legacy,72051,2.9767,,2420483,2009-07-27
2009-07-21,sp500,tff,,,-290605,2420483,2009-07-27
2009-07-28,nasdaq100,legacy,32949,10.8018,,305032,2009-08-03
2009-07-28,nasdaq100,tff,,,-17860,305032,2009-08-03
2009-07-28,sp500,legacy,103134,4.1193,,2503699,2009-08-03
2009-07-28,sp500,tff,,,-200374,2503699,2009-08-03
2009-08-04,nasdaq100,legacy,46884,14.8411,,315907,2009-08-10
2009-08-04,nasdaq100,tff,,,2373,315907,2009-08-10
2009-08-04,sp500,legacy,66331,2.6041,,2547131,2009-08-10
2009-08-04,sp500,tff,,,-215754,2547131,2009-08-10
2009-08-11,nasdaq100,legacy,49333,14.6734,,336208,2009-08-17
2009-08-11,nasdaq100,tff,,,3316,336208,2009-08-17
2009-08-11,sp500,legacy,102767,3.9589,,2595818,2009-08-17
2009-08-11,sp500,tff,,,-241182,2595818,2009-08-17
2009-08-18,nasdaq100,legacy,32304,9.9282,,325375,2009-08-24
2009-08-18,nasdaq100,tff,,,-10516,325375,2009-08-24
2009-08-18,sp500,legacy,117369,4.476,,2622199,2009-08-24
2009-08-18,sp500,tff,,,-244012,2622199,2009-08-24
2009-08-25,nasdaq100,legacy,13509,4.0659,,332249,2009-08-31
2009-08-25,nasdaq100,tff,,,-37858,332249,2009-08-31
2009-08-25,sp500,legacy,32163,1.2132,,2651182,2009-08-31
2009-08-25,sp500,tff,,,-294784,2651182,2009-08-31
2009-09-01,nasdaq100,legacy,-15593,-4.4826,,347853,2009-09-08
2009-09-01,nasdaq100,tff,,,-62790,347853,2009-09-08
2009-09-01,sp500,legacy,100147,3.7456,,2673739,2009-09-08
2009-09-01,sp500,tff,,,-254669,2673739,2009-09-08
2009-09-08,nasdaq100,legacy,-3171,-0.8696,,364640,2009-09-14
2009-09-08,nasdaq100,tff,,,-51830,364640,2009-09-14
2009-09-08,sp500,legacy,80031,2.9768,,2688470,2009-09-14
2009-09-08,sp500,tff,,,-262188,2688470,2009-09-14
2009-09-15,nasdaq100,legacy,17295,4.1765,,414100,2009-09-21
2009-09-15,nasdaq100,tff,,,-68866,414100,2009-09-21
2009-09-15,sp500,legacy,106642,3.4578,,3084056,2009-09-21
2009-09-15,sp500,tff,,,-273975,3084056,2009-09-21
2009-09-22,nasdaq100,legacy,-6490,-2.2522,,288165,2009-09-28
2009-09-22,nasdaq100,tff,,,-46000,288165,2009-09-28
2009-09-22,sp500,legacy,113761,4.9792,,2284722,2009-09-28
2009-09-22,sp500,tff,,,-249648,2284722,2009-09-28
2009-09-29,nasdaq100,legacy,22293,7.0944,,314232,2009-10-05
2009-09-29,nasdaq100,tff,,,-30237,314232,2009-10-05
2009-09-29,sp500,legacy,149510,6.3922,,2338950,2009-10-05
2009-09-29,sp500,tff,,,-246958,2338950,2009-10-05
2009-10-06,nasdaq100,legacy,23357,7.0334,,332087,2009-10-12
2009-10-06,nasdaq100,tff,,,-32278,332087,2009-10-12
2009-10-06,sp500,legacy,162573,6.9634,,2334675,2009-10-12
2009-10-06,sp500,tff,,,-241546,2334675,2009-10-12
2009-10-13,nasdaq100,legacy,-2496,-0.7934,,314609,2009-10-19
2009-10-13,nasdaq100,tff,,,-67094,314609,2009-10-19
2009-10-13,sp500,legacy,151739,6.5294,,2323932,2009-10-19
2009-10-13,sp500,tff,,,-286445,2323932,2009-10-19
2009-10-20,nasdaq100,legacy,-25381,-7.8765,,322237,2009-10-26
2009-10-20,nasdaq100,tff,,,-90333,322237,2009-10-26
2009-10-20,sp500,legacy,77213,3.2274,,2392419,2009-10-26
2009-10-20,sp500,tff,,,-335799,2392419,2009-10-26
2009-10-27,nasdaq100,legacy,-6497,-1.9871,,326953,2009-11-02
2009-10-27,nasdaq100,tff,,,-66039,326953,2009-11-02
2009-10-27,sp500,legacy,124236,5.0245,,2472585,2009-11-02
2009-10-27,sp500,tff,,,-303303,2472585,2009-11-02
2009-11-03,nasdaq100,legacy,506,0.1601,,316078,2009-11-09
2009-11-03,nasdaq100,tff,,,-55219,316078,2009-11-09
2009-11-03,sp500,legacy,208448,8.2334,,2531749,2009-11-09
2009-11-03,sp500,tff,,,-181796,2531749,2009-11-09
2009-11-09,nasdaq100,legacy,8340,2.7617,,301986,2009-11-13
2009-11-09,nasdaq100,tff,,,-57776,301986,2009-11-13
2009-11-09,sp500,legacy,133066,5.1962,,2560834,2009-11-13
2009-11-09,sp500,tff,,,-218970,2560834,2009-11-13
2009-11-17,nasdaq100,legacy,23740,7.206,,329448,2009-11-23
2009-11-17,nasdaq100,tff,,,-46239,329448,2009-11-23
2009-11-17,sp500,legacy,167811,6.437,,2606977,2009-11-23
2009-11-17,sp500,tff,,,-183233,2606977,2009-11-23
2009-11-24,nasdaq100,legacy,14376,4.06,,354093,2009-12-01
2009-11-24,nasdaq100,tff,,,-48007,354093,2009-12-01
2009-11-24,sp500,legacy,170779,6.47,,2639563,2009-12-01
2009-11-24,sp500,tff,,,-139141,2639563,2009-12-01
2009-12-01,nasdaq100,legacy,14247,3.9131,,364089,2009-12-07
2009-12-01,nasdaq100,tff,,,-47122,364089,2009-12-07
2009-12-01,sp500,legacy,161487,6.0767,,2657480,2009-12-07
2009-12-01,sp500,tff,,,-122505,2657480,2009-12-07
2009-12-08,nasdaq100,legacy,-7014,-2.0061,,349639,2009-12-14
2009-12-08,nasdaq100,tff,,,-61859,349639,2009-12-14
2009-12-08,sp500,legacy,142398,5.1399,,2770435,2009-12-14
2009-12-08,sp500,tff,,,-158742,2770435,2009-12-14
2009-12-15,nasdaq100,legacy,3634,0.8194,,443515,2009-12-21
2009-12-15,nasdaq100,tff,,,-45063,443515,2009-12-21
2009-12-15,sp500,legacy,200715,5.9401,,3378983,2009-12-21
2009-12-15,sp500,tff,,,-95415,3378983,2009-12-21
2009-12-22,nasdaq100,legacy,39727,14.4486,,274954,2009-12-29
2009-12-22,nasdaq100,tff,,,39200,274954,2009-12-29
2009-12-22,sp500,legacy,72543,3.0538,,2375469,2009-12-29
2009-12-22,sp500,tff,,,-275916,2375469,2009-12-29
2009-12-29,nasdaq100,legacy,49676,16.8543,,294737,2010-01-05
2009-12-29,nasdaq100,tff,,,35698,294737,2010-01-05
2009-12-29,sp500,legacy,60511,2.5206,,2400627,2010-01-05
2009-12-29,sp500,tff,,,-300643,2400627,2010-01-05
2010-01-05,nasdaq100,legacy,53842,17.3834,,309733,2010-01-11
2010-01-05,nasdaq100,tff,,,29778,309733,2010-01-11
2010-01-05,sp500,legacy,93073,3.867,,2406829,2010-01-11
2010-01-05,sp500,tff,,,-247778,2406829,2010-01-11
2010-01-12,nasdaq100,legacy,19674,6.4044,,307193,2010-01-19
2010-01-12,nasdaq100,tff,,,-7303,307193,2010-01-19
2010-01-12,sp500,legacy,48845,1.9976,,2445201,2010-01-19
2010-01-12,sp500,tff,,,-329543,2445201,2010-01-19
2010-01-19,nasdaq100,legacy,48671,14.2977,,340412,2010-01-25
2010-01-19,nasdaq100,tff,,,7980,340412,2010-01-25
2010-01-19,sp500,legacy,49302,1.9883,,2479545,2010-01-25
2010-01-19,sp500,tff,,,-313919,2479545,2010-01-25
2010-01-26,nasdaq100,legacy,30846,8.5384,,361261,2010-02-01
2010-01-26,nasdaq100,tff,,,20713,361261,2010-02-01
2010-01-26,sp500,legacy,92346,3.5072,,2633024,2010-02-01
2010-01-26,sp500,tff,,,-359338,2633024,2010-02-01
2010-02-02,nasdaq100,legacy,20820,5.0673,,410873,2010-02-08
2010-02-02,nasdaq100,tff,,,32986,410873,2010-02-08
2010-02-02,sp500,legacy,99216,3.6599,,2710912,2010-02-08
2010-02-02,sp500,tff,,,-326082,2710912,2010-02-08
2010-02-09,nasdaq100,legacy,15117,3.9135,,386282,2010-02-16
2010-02-09,nasdaq100,tff,,,11698,386282,2010-02-16
2010-02-09,sp500,legacy,240370,8.4778,,2835286,2010-02-16
2010-02-09,sp500,tff,,,-214155,2835286,2010-02-16
2010-02-16,nasdaq100,legacy,17845,4.4902,,397418,2010-02-22
2010-02-16,nasdaq100,tff,,,20451,397418,2010-02-22
2010-02-16,sp500,legacy,231120,8.1726,,2827987,2010-02-22
2010-02-16,sp500,tff,,,-234531,2827987,2010-02-22
2010-02-23,nasdaq100,legacy,39245,9.4954,,413304,2010-03-01
2010-02-23,nasdaq100,tff,,,36198,413304,2010-03-01
2010-02-23,sp500,legacy,238469,8.3733,,2847974,2010-03-01
2010-02-23,sp500,tff,,,-243699,2847974,2010-03-01
2010-03-02,nasdaq100,legacy,63734,15.7591,,404426,2010-03-08
2010-03-02,nasdaq100,tff,,,54980,404426,2010-03-08
2010-03-02,sp500,legacy,242894,8.4613,,2870663,2010-03-08
2010-03-02,sp500,tff,,,-253646,2870663,2010-03-08
2010-03-09,nasdaq100,legacy,48757,11.8411,,411761,2010-03-15
2010-03-09,nasdaq100,tff,,,23232,411761,2010-03-15
2010-03-09,sp500,legacy,203135,6.8351,,2971944,2010-03-15
2010-03-09,sp500,tff,,,-267022,2971944,2010-03-15
2010-03-16,nasdaq100,legacy,48206,11.5849,,416112,2010-03-22
2010-03-16,nasdaq100,tff,,,13465,416112,2010-03-22
2010-03-16,sp500,legacy,169266,4.7296,,3578829,2010-03-22
2010-03-16,sp500,tff,,,-259338,3578829,2010-03-22
2010-03-23,nasdaq100,legacy,57329,19.9423,,287475,2010-03-29
2010-03-23,nasdaq100,tff,,,53986,287475,2010-03-29
2010-03-23,sp500,legacy,-23648,-1.0068,,2348917,2010-03-29
2010-03-23,sp500,tff,,,-489208,2348917,2010-03-29
2010-03-30,nasdaq100,legacy,55004,18.7909,,292716,2010-04-06
2010-03-30,nasdaq100,tff,,,47353,292716,2010-04-06
2010-03-30,sp500,legacy,-9638,-0.3984,,2419469,2010-04-06
2010-03-30,sp500,tff,,,-520809,2419469,2010-04-06
2010-04-06,nasdaq100,legacy,56003,18.6263,,300667,2010-04-12
