report_date,market,source,noncomm_net,noncomm_net_pct_oi,lev_funds_net,open_interest,usable_from
2013-11-19,sp500,legacy,24671,0.8558,,2882916,2013-11-25
2013-11-19,sp500,tff,,,-142047,2882916,2013-11-25
2013-11-26,nasdaq100,legacy,125800,30.605,,411044,2013-12-03
2013-11-26,nasdaq100,tff,,,128993,411044,2013-12-03
2013-11-26,sp500,legacy,59669,2.0831,,2864468,2013-12-03
2013-11-26,sp500,tff,,,-131517,2864468,2013-12-03
2013-12-03,nasdaq100,legacy,130244,30.3543,,429079,2013-12-09
2013-12-03,nasdaq100,tff,,,127183,429079,2013-12-09
2013-12-03,sp500,legacy,59444,2.0376,,2917291,2013-12-09
2013-12-03,sp500,tff,,,-104658,2917291,2013-12-09
2013-12-10,nasdaq100,legacy,118491,27.9816,,423461,2013-12-16
2013-12-10,nasdaq100,tff,,,123703,423461,2013-12-16
2013-12-10,sp500,legacy,29613,1.0047,,2947491,2013-12-16
2013-12-10,sp500,tff,,,-141228,2947491,2013-12-16
2013-12-17,nasdaq100,legacy,126474,24.4624,,517013,2013-12-23
2013-12-17,nasdaq100,tff,,,130987,517013,2013-12-23
2013-12-17,sp500,legacy,68410,2.0308,,3368625,2013-12-23
2013-12-17,sp500,tff,,,-38211,3368625,2013-12-23
2013-12-24,nasdaq100,legacy,99893,24.1566,,413523,2013-12-31
2013-12-24,nasdaq100,tff,,,94523,413523,2013-12-31
2013-12-24,sp500,legacy,92866,3.3768,,2750132,2013-12-31
2013-12-24,sp500,tff,,,-270022,2750132,2013-12-31
2013-12-31,nasdaq100,legacy,100298,23.9011,,419637,2014-01-07
2013-12-31,nasdaq100,tff,,,90831,419637,2014-01-07
2013-12-31,sp500,legacy,116412,4.1734,,2789364,2014-01-07
2013-12-31,sp500,tff,,,-261604,2789364,2014-01-07
2014-01-07,nasdaq100,legacy,93821,21.7006,,432342,2014-01-13
2014-01-07,nasdaq100,tff,,,67042,432342,2014-01-13
2014-01-07,sp500,legacy,127893,4.5834,,2790363,2014-01-13
2014-01-07,sp500,tff,,,-251131,2790363,2014-01-13
2014-01-14,nasdaq100,legacy,89225,20.6932,,431180,2014-01-21
2014-01-14,nasdaq100,tff,,,65895,431180,2014-01-21
2014-01-14,sp500,legacy,98146,3.4013,,2885511,2014-01-21
2014-01-14,sp500,tff,,,-286886,2885511,2014-01-21
2014-01-21,nasdaq100,legacy,94962,22.4181,,423596,2014-01-27
2014-01-21,nasdaq100,tff,,,101011,423596,2014-01-27
2014-01-21,sp500,legacy,653,0.0227,,2871444,2014-01-27
2014-01-21,sp500,tff,,,-348133,2871444,2014-01-27
2014-01-28,nasdaq100,legacy,93923,21.923,,428422,2014-02-03
2014-01-28,nasdaq100,tff,,,101670,428422,2014-02-03
2014-01-28,sp500,legacy,-13478,-0.4628,,2912005,2014-02-03
2014-01-28,sp500,tff,,,-315751,2912005,2014-02-03
2014-02-04,nasdaq100,legacy,79037,19.8966,,397238,2014-02-10
2014-02-04,nasdaq100,tff,,,85179,397238,2014-02-10
2014-02-04,sp500,legacy,21647,0.725,,2985967,2014-02-10
2014-02-04,sp500,tff,,,-315421,2985967,2014-02-10
2014-02-11,nasdaq100,legacy,63844,15.7262,,405971,2014-02-18
2014-02-11,nasdaq100,tff,,,69121,405971,2014-02-18
2014-02-11,sp500,legacy,-125702,-4.0835,,3078305,2014-02-18
2014-02-11,sp500,tff,,,-447262,3078305,2014-02-18
2014-02-18,nasdaq100,legacy,86735,19.8763,,436373,2014-02-24
2014-02-18,nasdaq100,tff,,,85388,436373,2014-02-24
2014-02-18,sp500,legacy,-82031,-2.5928,,3163772,2014-02-24
2014-02-18,sp500,tff,,,-464288,3163772,2014-02-24
2014-02-25,nasdaq100,legacy,113995,24.751,,460568,2014-03-03
2014-02-25,nasdaq100,tff,,,105733,460568,2014-03-03
2014-02-25,sp500,legacy,-46769,-1.4657,,3190988,2014-03-03
2014-02-25,sp500,tff,,,-430330,3190988,2014-03-03
2014-03-04,nasdaq100,legacy,113240,23.8363,,475074,2014-03-10
2014-03-04,nasdaq100,tff,,,107488,475074,2014-03-10
2014-03-04,sp500,legacy,12018,0.3641,,3301075,2014-03-10
2014-03-04,sp500,tff,,,-450112,3301075,2014-03-10
2014-03-11,nasdaq100,legacy,91788,19.6341,,467493,2014-03-17
2014-03-11,nasdaq100,tff,,,95220,467493,2014-03-17
2014-03-11,sp500,legacy,-67126,-1.9927,,3368513,2014-03-17
2014-03-11,sp500,tff,,,-476639,3368513,2014-03-17
2014-03-18,nasdaq100,legacy,98673,18.0999,,545159,2014-03-24
2014-03-18,nasdaq100,tff,,,97128,545159,2014-03-24
2014-03-18,sp500,legacy,-24395,-0.629,,3878357,2014-03-24
2014-03-18,sp500,tff,,,-405196,3878357,2014-03-24
2014-03-25,nasdaq100,legacy,71334,18.836,,378710,2014-03-31
2014-03-25,nasdaq100,tff,,,69125,378710,2014-03-31
2014-03-25,sp500,legacy,421,0.015,,2801131,2014-03-31
2014-03-25,sp500,tff,,,-428405,2801131,2014-03-31
2014-04-01,nasdaq100,legacy,74066,20.1997,,366668,2014-04-07
2014-04-01,nasdaq100,tff,,,68249,366668,2014-04-07
2014-04-01,sp500,legacy,30830,1.1007,,2801019,2014-04-07
2014-04-01,sp500,tff,,,-374881,2801019,2014-04-07
2014-04-08,nasdaq100,legacy,41539,11.1723,,371802,2014-04-14
2014-04-08,nasdaq100,tff,,,22154,371802,2014-04-14
2014-04-08,sp500,legacy,-34073,-1.2342,,2760817,2014-04-14
2014-04-08,sp500,tff,,,-399893,2760817,2014-04-14
2014-04-15,nasdaq100,legacy,34328,9.7932,,350529,2014-04-22
2014-04-15,nasdaq100,tff,,,26797,350529,2014-04-22
2014-04-15,sp500,legacy,-42398,-1.5097,,2808434,2014-04-22
2014-04-15,sp500,tff,,,-375512,2808434,2014-04-22
2014-04-22,nasdaq100,legacy,25233,7.6714,,328921,2014-04-28
2014-04-22,nasdaq100,tff,,,7390,328921,2014-04-28
2014-04-22,sp500,legacy,-43543,-1.5588,,2793289,2014-04-28
2014-04-22,sp500,tff,,,-343248,2793289,2014-04-28
2014-04-29,nasdaq100,legacy,37115,10.637,,348922,2014-05-05
2014-04-29,nasdaq100,tff,,,14669,348922,2014-05-05
2014-04-29,sp500,legacy,-36632,-1.2843,,2852227,2014-05-05
2014-04-29,sp500,tff,,,-335710,2852227,2014-05-05
2014-05-06,nasdaq100,legacy,39888,11.4728,,347676,2014-05-12
2014-05-06,nasdaq100,tff,,,16688,347676,2014-05-12
2014-05-06,sp500,legacy,-61375,-2.1527,,2851024,2014-05-12
2014-05-06,sp500,tff,,,-384051,2851024,2014-05-12
2014-05-13,nasdaq100,legacy,32016,8.8593,,361384,2014-05-19
2014-05-13,nasdaq100,tff,,,3610,361384,2014-05-19
2014-05-13,sp500,legacy,-37880,-1.2828,,2952843,2014-05-19
2014-05-13,sp500,tff,,,-391800,2952843,2014-05-19
2014-05-20,nasdaq100,legacy,22680,6.4078,,353944,2014-05-27
2014-05-20,nasdaq100,tff,,,-10055,353944,2014-05-27
2014-05-20,sp500,legacy,-133899,-4.5172,,2964178,2014-05-27
2014-05-20,sp500,tff,,,-439037,2964178,2014-05-27
2014-05-27,nasdaq100,legacy,43092,12.3065,,350156,2014-06-02
2014-05-27,nasdaq100,tff,,,14239,350156,2014-06-02
2014-05-27,sp500,legacy,-63766,-2.0959,,3042386,2014-06-02
2014-05-27,sp500,tff,,,-404744,3042386,2014-06-02
2014-06-03,nasdaq100,legacy,49668,13.477,,368538,2014-06-09
2014-06-03,nasdaq100,tff,,,22821,368538,2014-06-09
2014-06-03,sp500,legacy,-80112,-2.5919,,3090854,2014-06-09
2014-06-03,sp500,tff,,,-417112,3090854,2014-06-09
2014-06-10,nasdaq100,legacy,53510,14.6694,,364774,2014-06-16
2014-06-10,nasdaq100,tff,,,30071,364774,2014-06-16
2014-06-10,sp500,legacy,-121025,-3.7633,,3215901,2014-06-16
2014-06-10,sp500,tff,,,-454693,3215901,2014-06-16
2014-06-17,nasdaq100,legacy,66534,13.886,,479145,2014-06-23
2014-06-17,nasdaq100,tff,,,41012,479145,2014-06-23
2014-06-17,sp500,legacy,-97080,-2.7404,,3542606,2014-06-23
2014-06-17,sp500,tff,,,-457202,3542606,2014-06-23
2014-06-24,nasdaq100,legacy,53139,15.5071,,342676,2014-06-30
2014-06-24,nasdaq100,tff,,,44883,342676,2014-06-30
2014-06-24,sp500,legacy,-78444,-2.7388,,2864180,2014-06-30
2014-06-24,sp500,tff,,,-576453,2864180,2014-06-30
2014-07-01,nasdaq100,legacy,49445,13.776,,358922,2014-07-08
2014-07-01,nasdaq100,tff,,,32739,358922,2014-07-08
2014-07-01,sp500,legacy,-40268,-1.3691,,2941198,2014-07-08
2014-07-01,sp500,tff,,,-532149,2941198,2014-07-08
2014-07-08,nasdaq100,legacy,44894,12.4371,,360969,2014-07-14
2014-07-08,nasdaq100,tff,,,31407,360969,2014-07-14
2014-07-08,sp500,legacy,-83061,-2.8338,,2931095,2014-07-14
2014-07-08,sp500,tff,,,-552432,2931095,2014-07-14
2014-07-15,nasdaq100,legacy,51893,14.4862,,358224,2014-07-21
2014-07-15,nasdaq100,tff,,,27080,358224,2014-07-21
2014-07-15,sp500,legacy,-13148,-0.4475,,2937915,2014-07-21
2014-07-15,sp500,tff,,,-468593,2937915,2014-07-21
2014-07-22,nasdaq100,legacy,63620,17.5293,,362936,2014-07-28
2014-07-22,nasdaq100,tff,,,41201,362936,2014-07-28
2014-07-22,sp500,legacy,6519,0.2203,,2959472,2014-07-28
2014-07-22,sp500,tff,,,-437746,2959472,2014-07-28
2014-07-29,nasdaq100,legacy,64596,17.2978,,373435,2014-08-04
2014-07-29,nasdaq100,tff,,,39832,373435,2014-08-04
2014-07-29,sp500,legacy,-35589,-1.1973,,2972352,2014-08-04
2014-07-29,sp500,tff,,,-489497,2972352,2014-08-04
2014-08-05,nasdaq100,legacy,63500,17.5856,,361091,2014-08-11
2014-08-05,nasdaq100,tff,,,41651,361091,2014-08-11
2014-08-05,sp500,legacy,16072,0.5481,,2932157,2014-08-11
2014-08-05,sp500,tff,,,-413754,2932157,2014-08-11
2014-08-12,nasdaq100,legacy,50236,14.5894,,344332,2014-08-18
2014-08-12,nasdaq100,tff,,,44363,344332,2014-08-18
2014-08-12,sp500,legacy,-32829,-1.1093,,2959433,2014-08-18
2014-08-12,sp500,tff,,,-462894,2959433,2014-08-18
2014-08-19,nasdaq100,legacy,47785,13.3154,,358871,2014-08-25
2014-08-19,nasdaq100,tff,,,24727,358871,2014-08-25
2014-08-19,sp500,legacy,-32810,-1.092,,3004564,2014-08-25
2014-08-19,sp500,tff,,,-468901,3004564,2014-08-25
2014-08-26,nasdaq100,legacy,52856,14.6665,,360386,2014-09-02
2014-08-26,nasdaq100,tff,,,34814,360386,2014-09-02
2014-08-26,sp500,legacy,-31028,-1.0248,,3027601,2014-09-02
2014-08-26,sp500,tff,,,-434904,3027601,2014-09-02
2014-09-02,nasdaq100,legacy,54115,14.7287,,367413,2014-09-08
2014-09-02,nasdaq100,tff,,,33323,367413,2014-09-08
2014-09-02,sp500,legacy,-54106,-1.7561,,3081045,2014-09-08
2014-09-02,sp500,tff,,,-437333,3081045,2014-09-08
2014-09-09,nasdaq100,legacy,54872,15.001,,365790,2014-09-15
2014-09-09,nasdaq100,tff,,,38791,365790,2014-09-15
2014-09-09,sp500,legacy,-23781,-0.7328,,3245197,2014-09-15
2014-09-09,sp500,tff,,,-428107,3245197,2014-09-15
2014-09-16,nasdaq100,legacy,56154,11.0645,,507516,2014-09-22
2014-09-16,nasdaq100,tff,,,41901,507516,2014-09-22
2014-09-16,sp500,legacy,10096,0.276,,3658403,2014-09-22
2014-09-16,sp500,tff,,,-467089,3658403,2014-09-22
2014-09-23,nasdaq100,legacy,63540,16.8167,,377838,2014-09-29
2014-09-23,nasdaq100,tff,,,69887,377838,2014-09-29
2014-09-23,sp500,legacy,-24546,-0.877,,2799012,2014-09-29
2014-09-23,sp500,tff,,,-458382,2799012,2014-09-29
2014-09-30,nasdaq100,legacy,69581,18.4025,,378107,2014-10-06
2014-09-30,nasdaq100,tff,,,80186,378107,2014-10-06
2014-09-30,sp500,legacy,39973,1.4277,,2799895,2014-10-06
2014-09-30,sp500,tff,,,-432347,2799895,2014-10-06
2014-10-07,nasdaq100,legacy,68687,18.3131,,375071,2014-10-13
2014-10-07,nasdaq100,tff,,,90758,375071,2014-10-13
2014-10-07,sp500,legacy,41632,1.4998,,2775750,2014-10-13
2014-10-07,sp500,tff,,,-380268,2775750,2014-10-13
2014-10-14,nasdaq100,legacy,59159,16.1833,,365555,2014-10-20
2014-10-14,nasdaq100,tff,,,65981,365555,2014-10-20
2014-10-14,sp500,legacy,25934,0.9166,,2829396,2014-10-20
2014-10-14,sp500,tff,,,-342379,2829396,2014-10-20
2014-10-21,nasdaq100,legacy,39824,12.3318,,322938,2014-10-27
2014-10-21,nasdaq100,tff,,,30328,322938,2014-10-27
2014-10-21,sp500,legacy,-63056,-2.2283,,2829815,2014-10-27
2014-10-21,sp500,tff,,,-543183,2829815,2014-10-27
2014-10-28,nasdaq100,legacy,48020,14.6462,,327867,2014-11-03
2014-10-28,nasdaq100,tff,,,31205,327867,2014-11-03
2014-10-28,sp500,legacy,-39270,-1.3625,,2882162,2014-11-03
2014-10-28,sp500,tff,,,-490821,2882162,2014-11-03
2014-11-04,nasdaq100,legacy,48762,14.3298,,340285,2014-11-10
2014-11-04,nasdaq100,tff,,,47804,340285,2014-11-10
2014-11-04,sp500,legacy,-46877,-1.6278,,2879808,2014-11-10
2014-11-04,sp500,tff,,,-312487,2879808,2014-11-10
2014-11-11,nasdaq100,legacy,68494,19.7366,,347041,2014-11-17
2014-11-11,nasdaq100,tff,,,61087,347041,2014-11-17
2014-11-11,sp500,legacy,-5432,-0.186,,2920705,2014-11-17
2014-11-11,sp500,tff,,,-282665,2920705,2014-11-17
2014-11-18,nasdaq100,legacy,69151,18.9342,,365218,2014-11-24
2014-11-18,nasdaq100,tff,,,56445,365218,2014-11-24
2014-11-18,sp500,legacy,27416,0.9064,,3024708,2014-11-24
2014-11-18,sp500,tff,,,-262380,3024708,2014-11-24
2014-11-25,nasdaq100,legacy,63167,17.0974,,369453,2014-12-02
2014-11-25,nasdaq100,tff,,,58797,369453,2014-12-02
2014-11-25,sp500,legacy,-3429,-0.1111,,3086154,2014-12-02
2014-11-25,sp500,tff,,,-265863,3086154,2014-12-02
2014-12-02,nasdaq100,legacy,67016,17.5514,,381828,2014-12-08
2014-12-02,nasdaq100,tff,,,53038,381828,2014-12-08
2014-12-02,sp500,legacy,42750,1.374,,3111438,2014-12-08
2014-12-02,sp500,tff,,,-204806,3111438,2014-12-08
2014-12-09,nasdaq100,legacy,72414,18.8145,,384883,2014-12-15
2014-12-09,nasdaq100,tff,,,56446,384883,2014-12-15
2014-12-09,sp500,legacy,31437,1.0123,,3105541,2014-12-15
2014-12-09,sp500,tff,,,-143060,3105541,2014-12-15
2014-12-16,nasdaq100,legacy,64392,14.3808,,447764,2014-12-22
2014-12-16,nasdaq100,tff,,,61117,447764,2014-12-22
2014-12-16,sp500,legacy,108761,3.3,,3295783,2014-12-22
2014-12-16,sp500,tff,,,-16082,3295783,2014-12-22
2014-12-23,nasdaq100,legacy,41676,12.2503,,340204,2014-12-30
2014-12-23,nasdaq100,tff,,,23973,340204,2014-12-30
2014-12-23,sp500,legacy,97001,3.5413,,2739124,2014-12-30
2014-12-23,sp500,tff,,,-185924,2739124,2014-12-30
2014-12-30,nasdaq100,legacy,41447,12.3834,,334697,2015-01-06
2014-12-30,nasdaq100,tff,,,24137,334697,2015-01-06
2014-12-30,sp500,legacy,132798,4.8287,,2750182,2015-01-06
2014-12-30,sp500,tff,,,-189636,2750182,2015-01-06
2015-01-06,nasdaq100,legacy,48375,14.3963,,336023,2015-01-12
2015-01-06,nasdaq100,tff,,,29994,336023,2015-01-12
2015-01-06,sp500,legacy,170544,6.2026,,2749558,2015-01-12
2015-01-06,sp500,tff,,,-105169,2749558,2015-01-12
2015-01-13,nasdaq100,legacy,37748,11.9112,,316911,2015-01-20
2015-01-13,nasdaq100,tff,,,33639,316911,2015-01-20
2015-01-13,sp500,legacy,115848,4.2677,,2714557,2015-01-20
2015-01-13,sp500,tff,,,-174694,2714557,2015-01-20
2015-01-20,nasdaq100,legacy,28526,9.332,,305680,2015-01-26
2015-01-20,nasdaq100,tff,,,28993,305680,2015-01-26
2015-01-20,sp500,legacy,78657,2.9051,,2707586,2015-01-26
2015-01-20,sp500,tff,,,-187553,2707586,2015-01-26
2015-01-27,nasdaq100,legacy,19659,6.5201,,301513,2015-02-02
2015-01-27,nasdaq100,tff,,,29861,301513,2015-02-02
2015-01-27,sp500,legacy,77328,2.862,,2701901,2015-02-02
2015-01-27,sp500,tff,,,-198135,2701901,2015-02-02
2015-02-03,nasdaq100,legacy,20154,6.6805,,301683,2015-02-09
2015-02-03,nasdaq100,tff,,,33272,301683,2015-02-09
2015-02-03,sp500,legacy,87227,3.1893,,2734995,2015-02-09
2015-02-03,sp500,tff,,,-251118,2734995,2015-02-09
2015-02-10,nasdaq100,legacy,30148,9.5825,,314616,2015-02-17
2015-02-10,nasdaq100,tff,,,38105,314616,2015-02-17
2015-02-10,sp500,legacy,97519,3.4933,,2791625,2015-02-17
2015-02-10,sp500,tff,,,-260885,2791625,2015-02-17
2015-02-17,nasdaq100,legacy,50069,15.1497,,330495,2015-02-23
2015-02-17,nasdaq100,tff,,,48265,330495,2015-02-23
2015-02-17,sp500,legacy,93029,3.3089,,2811472,2015-02-23
2015-02-17,sp500,tff,,,-265450,2811472,2015-02-23
2015-02-24,nasdaq100,legacy,54441,15.8369,,343761,2015-03-02
2015-02-24,nasdaq100,tff,,,59383,343761,2015-03-02
2015-02-24,sp500,legacy,24198,0.8384,,2886254,2015-03-02
2015-02-24,sp500,tff,,,-284483,2886254,2015-03-02
2015-03-03,nasdaq100,legacy,61511,17.5676,,350139,2015-03-09
2015-03-03,nasdaq100,tff,,,65865,350139,2015-03-09
2015-03-03,sp500,legacy,-4165,-0.1397,,2982284,2015-03-09
2015-03-03,sp500,tff,,,-285515,2982284,2015-03-09
2015-03-10,nasdaq100,legacy,69401,19.8483,,349658,2015-03-16
2015-03-10,nasdaq100,tff,,,74592,349658,2015-03-16
2015-03-10,sp500,legacy,-52909,-1.6628,,3181958,2015-03-16
2015-03-10,sp500,tff,,,-347360,3181958,2015-03-16
2015-03-17,nasdaq100,legacy,57492,14.2097,,404598,2015-03-23
2015-03-17,nasdaq100,tff,,,67911,404598,2015-03-23
2015-03-17,sp500,legacy,-93913,-2.7433,,3423320,2015-03-23
2015-03-17,sp500,tff,,,-331223,3423320,2015-03-23
2015-03-24,nasdaq100,legacy,60848,18.1743,,334803,2015-03-30
2015-03-24,nasdaq100,tff,,,68735,334803,2015-03-30
2015-03-24,sp500,legacy,-44022,-1.6726,,2631895,2015-03-30
2015-03-24,sp500,tff,,,-370324,2631895,2015-03-30
2015-03-31,nasdaq100,legacy,52301,16.3524,,319836,2015-04-07
2015-03-31,nasdaq100,tff,,,54319,319836,2015-04-07
2015-03-31,sp500,legacy,-35035,-1.3151,,2663980,2015-04-07
2015-03-31,sp500,tff,,,-350575,2663980,2015-04-07
2015-04-07,nasdaq100,legacy,59276,18.5358,,319792,2015-04-13
2015-04-07,nasdaq100,tff,,,54494,319792,2015-04-13
2015-04-07,sp500,legacy,-48405,-1.8119,,2671481,2015-04-13
2015-04-07,sp500,tff,,,-343778,2671481,2015-04-13
2015-04-14,nasdaq100,legacy,68088,20.5941,,330619,2015-04-20
2015-04-14,nasdaq100,tff,,,62399,330619,2015-04-20
2015-04-14,sp500,legacy,-50559,-1.8786,,2691356,2015-04-20
2015-04-14,sp500,tff,,,-317003,2691356,2015-04-20
2015-04-21,nasdaq100,legacy,70156,21.0331,,333550,2015-04-27
2015-04-21,nasdaq100,tff,,,63356,333550,2015-04-27
2015-04-21,sp500,legacy,-48208,-1.7743,,2716999,2015-04-27
2015-04-21,sp500,tff,,,-275374,2716999,2015-04-27
2015-04-28,nasdaq100,legacy,88381,24.1524,,365930,2015-05-04
2015-04-28,nasdaq100,tff,,,78089,365930,2015-05-04
2015-04-28,sp500,legacy,-34589,-1.2601,,2745013,2015-05-04
2015-04-28,sp500,tff,,,-284479,2745013,2015-05-04
2015-05-05,nasdaq100,legacy,66873,19.5604,,341880,2015-05-11
2015-05-05,nasdaq100,tff,,,63112,341880,2015-05-11
2015-05-05,sp500,legacy,-79297,-2.8887,,2745079,2015-05-11
2015-05-05,sp500,tff,,,-348160,2745079,2015-05-11
2015-05-12,nasdaq100,legacy,46265,14.9538,,309386,2015-05-18
2015-05-12,nasdaq100,tff,,,45616,309386,2015-05-18
2015-05-12,sp500,legacy,-72771,-2.6397,,2756816,2015-05-18
2015-05-12,sp500,tff,,,-301075,2756816,2015-05-18
2015-05-19,nasdaq100,legacy,55173,17.304,,318845,2015-05-26
2015-05-19,nasdaq100,tff,,,41878,318845,2015-05-26
2015-05-19,sp500,legacy,-31018,-1.1197,,2770193,2015-05-26
2015-05-19,sp500,tff,,,-274172,2770193,2015-05-26
2015-05-26,nasdaq100,legacy,49229,15.5507,,316571,2015-06-01
2015-05-26,nasdaq100,tff,,,35193,316571,2015-06-01
2015-05-26,sp500,legacy,-69220,-2.4879,,2782314,2015-06-01
2015-05-26,sp500,tff,,,-335963,2782314,2015-06-01
2015-06-02,nasdaq100,legacy,68315,20.6537,,330764,2015-06-08
2015-06-02,nasdaq100,tff,,,42316,330764,2015-06-08
2015-06-02,sp500,legacy,-24831,-0.8715,,2849220,2015-06-08
2015-06-02,sp500,tff,,,-298263,2849220,2015-06-08
2015-06-09,nasdaq100,legacy,47699,14.9359,,319357,2015-06-15
2015-06-09,nasdaq100,tff,,,30433,319357,2015-06-15
2015-06-09,sp500,legacy,-92802,-3.123,,2971541,2015-06-15
2015-06-09,sp500,tff,,,-355879,2971541,2015-06-15
2015-06-16,nasdaq100,legacy,52597,13.4543,,390932,2015-06-22
2015-06-16,nasdaq100,tff,,,37538,390932,2015-06-22
2015-06-16,sp500,legacy,-84044,-2.6156,,3213131,2015-06-22
2015-06-16,sp500,tff,,,-345290,3213131,2015-06-22
2015-06-23,nasdaq100,legacy,74701,21.5511,,346623,2015-06-29
2015-06-23,nasdaq100,tff,,,64165,346623,2015-06-29
2015-06-23,sp500,legacy,-92185,-3.5794,,2575407,2015-06-29
2015-06-23,sp500,tff,,,-469940,2575407,2015-06-29
2015-06-30,nasdaq100,legacy,30939,9.9491,,310974,2015-07-07
2015-06-30,nasdaq100,tff,,,37054,310974,2015-07-07
2015-06-30,sp500,legacy,-134117,-5.0777,,2641281,2015-07-07
2015-06-30,sp500,tff,,,-424062,2641281,2015-07-07
2015-07-07,nasdaq100,legacy,28918,9.7665,,296093,2015-07-13
2015-07-07,nasdaq100,tff,,,32058,296093,2015-07-13
2015-07-07,sp500,legacy,-180464,-6.7166,,2686827,2015-07-13
2015-07-07,sp500,tff,,,-449811,2686827,2015-07-13
2015-07-14,nasdaq100,legacy,54889,18.0557,,303999,2015-07-20
2015-07-14,nasdaq100,tff,,,46643,303999,2015-07-20
2015-07-14,sp500,legacy,-135114,-5.1356,,2630905,2015-07-20
2015-07-14,sp500,tff,,,-405832,2630905,2015-07-20
2015-07-21,nasdaq100,legacy,85637,24.8315,,344873,2015-07-27
2015-07-21,nasdaq100,tff,,,64021,344873,2015-07-27
2015-07-21,sp500,legacy,-90507,-3.4128,,2651956,2015-07-27
2015-07-21,sp500,tff,,,-373045,2651956,2015-07-27
2015-07-28,nasdaq100,legacy,90166,24.9406,,361523,2015-08-03
2015-07-28,nasdaq100,tff,,,78772,361523,2015-08-03
2015-07-28,sp500,legacy,-93148,-3.4433,,2705198,2015-08-03
2015-07-28,sp500,tff,,,-318566,2705198,2015-08-03
2015-08-04,nasdaq100,legacy,78979,22.3628,,353171,2015-08-10
2015-08-04,nasdaq100,tff,,,62290,353171,2015-08-10
2015-08-04,sp500,legacy,-116649,-4.3014,,2711872,2015-08-10
2015-08-04,sp500,tff,,,-349676,2711872,2015-08-10
2015-08-11,nasdaq100,legacy,61800,17.9385,,344511,2015-08-17
2015-08-11,nasdaq100,tff,,,50639,344511,2015-08-17
2015-08-11,sp500,legacy,-162415,-5.8431,,2779583,2015-08-17
2015-08-11,sp500,tff,,,-378936,2779583,2015-08-17
2015-08-18,nasdaq100,legacy,73878,21.0651,,350713,2015-08-24
2015-08-18,nasdaq100,tff,,,54588,350713,2015-08-24
2015-08-18,sp500,legacy,-146587,-5.1546,,2843824,2015-08-24
2015-08-18,sp500,tff,,,-355725,2843824,2015-08-24
2015-08-25,nasdaq100,legacy,11429,3.6159,,316080,2015-08-31
2015-08-25,nasdaq100,tff,,,-7811,316080,2015-08-31
2015-08-25,sp500,legacy,-75744,-2.4064,,3147605,2015-08-31
2015-08-25,sp500,tff,,,-255959,3147605,2015-08-31
2015-09-01,nasdaq100,legacy,-6109,-2.0706,,295040,2015-09-08
2015-09-01,nasdaq100,tff,,,-29120,295040,2015-09-08
2015-09-01,sp500,legacy,-180506,-5.6041,,3220963,2015-09-08
2015-09-01,sp500,tff,,,-384797,3220963,2015-09-08
2015-09-08,nasdaq100,legacy,-5783,-1.953,,296107,2015-09-14
2015-09-08,nasdaq100,tff,,,-32211,296107,2015-09-14
2015-09-08,sp500,legacy,-226926,-6.9133,,3282448,2015-09-14
2015-09-08,sp500,tff,,,-469344,3282448,2015-09-14
2015-09-15,nasdaq100,legacy,-616,-0.1904,,323515,2015-09-21
2015-09-15,nasdaq100,tff,,,-11988,323515,2015-09-21
2015-09-15,sp500,legacy,-258900,-7.3174,,3538131,2015-09-21
2015-09-15,sp500,tff,,,-525772,3538131,2015-09-21
2015-09-22,nasdaq100,legacy,9036,3.3906,,266500,2015-09-28
2015-09-22,nasdaq100,tff,,,-2500,266500,2015-09-28
2015-09-22,sp500,legacy,-240043,-8.3185,,2885655,2015-09-28
2015-09-22,sp500,tff,,,-481491,2885655,2015-09-28
2015-09-29,nasdaq100,legacy,2044,0.7847,,260494,2015-10-05
2015-09-29,nasdaq100,tff,,,2236,260494,2015-10-05
2015-09-29,sp500,legacy,-227575,-7.8022,,2916818,2015-10-05
2015-09-29,sp500,tff,,,-459084,2916818,2015-10-05
2015-10-06,nasdaq100,legacy,9535,3.6577,,260686,2015-10-12
2015-10-06,nasdaq100,tff,,,-3159,260686,2015-10-12
2015-10-06,sp500,legacy,-278179,-9.4892,,2931539,2015-10-12
2015-10-06,sp500,tff,,,-604638,2931539,2015-10-12
2015-10-13,nasdaq100,legacy,11758,4.3842,,268193,2015-10-19
2015-10-13,nasdaq100,tff,,,-1261,268193,2015-10-19
2015-10-13,sp500,legacy,-244414,-8.3252,,2935847,2015-10-19
2015-10-13,sp500,tff,,,-625833,2935847,2015-10-19
2015-10-20,nasdaq100,legacy,30050,10.4208,,288365,2015-10-26
2015-10-20,nasdaq100,tff,,,15136,288365,2015-10-26
2015-10-20,sp500,legacy,-259476,-8.7112,,2978653,2015-10-26
2015-10-20,sp500,tff,,,-631341,2978653,2015-10-26
2015-10-27,nasdaq100,legacy,56817,17.517,,324354,2015-11-02
2015-10-27,nasdaq100,tff,,,43657,324354,2015-11-02
2015-10-27,sp500,legacy,-166039,-5.8343,,2845888,2015-11-02
2015-10-27,sp500,tff,,,-549735,2845888,2015-11-02
2015-11-03,nasdaq100,legacy,70141,20.5279,,341687,2015-11-09
2015-11-03,nasdaq100,tff,,,43558,341687,2015-11-09
2015-11-03,sp500,legacy,-157593,-5.5097,,2860279,2015-11-09
